Experiment Name:,Exp_20200331_1

Tube Name:,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P2 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P2 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,GR % Parent,mCherry % Parent,H2-LL % Parent,GFP % Parent,P2 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P2 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P2 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P2 Mean FSC-A
#134-2,,112426,100000,50187,49813,22391,44377,2963,25776,95507,100.00%,88.95%,44.64%,44.31%,19.92%,39.47%,2.64%,22.93%,84.95%,100.00%,88.95%,50.19%,49.81%,23.44%,46.46%,3.10%,26.99%,95.51%,10324.3,10326.4,221.3,20507.3,7918.9,211.2,154.8,27519.9,9386.7,17228.9,17945.5,31734.6,4052.9,7760.0,33502.9,2012.2,897.5,17691.0,42204.5,43085.8,41461.2,44722.5,42200.4,40805.7,36331.5,41995.2,41314.9
#135-1,,111983,100000,27050,72950,22976,22716,2184,46892,94768,100.00%,89.30%,24.16%,65.14%,20.52%,20.29%,1.95%,41.87%,84.63%,100.00%,89.30%,27.05%,72.95%,24.24%,23.97%,2.30%,49.48%,94.77%,17603.0,17307.6,252.8,23631.5,8821.6,234.9,187.5,27412.0,15763.1,10645.0,11035.7,32145.2,3208.2,8109.3,35597.1,976.8,863.6,10948.5,44670.5,44815.6,42548.5,45656.2,43073.5,41695.6,38902.8,42416.5,42322.0
#135-2,,111813,100000,26679,73321,23134,22238,2329,47173,94874,100.00%,89.44%,23.86%,65.57%,20.69%,19.89%,2.08%,42.19%,84.85%,100.00%,89.44%,26.68%,73.32%,24.38%,23.44%,2.45%,49.72%,94.87%,17936.6,17604.7,254.0,23918.0,8861.9,235.0,196.9,27671.3,15979.4,10254.2,10644.4,31174.4,3174.3,8180.6,34622.5,992.0,848.5,10556.4,45175.7,45149.8,42724.4,46032.3,43392.9,41802.2,38277.2,42777.3,42588.4
#136-1,,115408,100000,31220,68780,3677,26560,3127,59413,92777,100.00%,86.65%,27.05%,59.60%,3.19%,23.01%,2.71%,51.48%,80.39%,100.00%,86.65%,31.22%,68.78%,3.96%,28.63%,3.37%,64.04%,92.78%,33519.8,31995.3,228.8,46414.5,20195.1,216.6,279.7,41185.0,27246.1,14930.3,15964.7,47301.1,1740.9,12173.4,51964.6,406.5,976.9,15998.1,48668.2,47780.6,42408.8,50218.8,47064.3,41434.0,37579.7,44245.0,43327.3
#136-2,,115606,100000,31393,68607,3622,26611,3192,59456,92881,100.00%,86.50%,27.16%,59.35%,3.13%,23.02%,2.76%,51.43%,80.34%,100.00%,86.50%,31.39%,68.61%,3.90%,28.65%,3.44%,64.01%,92.88%,32939.1,31588.4,226.4,45938.9,20210.8,214.6,282.6,40859.8,27015.0,15163.3,16101.8,47649.1,1666.6,12896.8,52228.2,364.9,978.6,16105.6,47547.0,46992.1,42077.1,49241.1,46751.5,40936.1,37520.0,43548.9,42718.0
#137-1,,110653,100000,31275,68725,9105,27074,2651,56053,94883,100.00%,90.37%,28.26%,62.11%,8.23%,24.47%,2.40%,50.66%,85.75%,100.00%,90.37%,31.28%,68.73%,9.60%,28.53%,2.79%,59.08%,94.88%,20356.6,19955.8,209.8,28941.7,13099.2,202.7,195.3,28400.1,18097.9,10736.7,11155.6,31871.5,1728.3,6737.7,34504.4,1864.4,925.5,11090.9,46534.3,45001.8,41283.9,46693.7,45037.3,40763.6,35675.7,43045.7,42379.7
#137-2,,110208,100000,31226,68774,9109,26981,2835,56144,95069,100.00%,90.74%,28.33%,62.40%,8.27%,24.48%,2.57%,50.94%,86.26%,100.00%,90.74%,31.23%,68.77%,9.58%,28.38%,2.98%,59.06%,95.07%,20299.0,19895.4,204.5,28835.9,12921.7,198.4,192.2,28375.8,18057.8,10681.0,11036.8,31490.0,1750.2,6260.0,34486.0,1608.5,934.8,10987.1,44723.4,44574.1,40923.3,46231.7,44787.4,40430.6,35614.3,42741.1,42068.9
#138-1,,110216,100000,53837,46163,9289,48910,2990,34577,95766,100.00%,90.73%,48.85%,41.88%,8.43%,44.38%,2.71%,31.37%,86.89%,100.00%,90.73%,53.84%,46.16%,9.70%,51.07%,3.12%,36.11%,95.77%,12869.4,12603.2,189.3,27080.7,12911.5,187.0,141.6,27627.0,11327.2,17937.1,18455.3,32399.1,2193.5,6003.3,33740.1,3097.0,987.0,18267.3,43915.1,44011.9,41466.6,46980.3,45141.1,40998.4,34517.5,43352.9,42048.0
#138-2,,110757,100000,53554,46446,9409,48322,3204,34824,95759,100.00%,90.29%,48.35%,41.94%,8.50%,43.63%,2.89%,31.44%,86.46%,100.00%,90.29%,53.55%,46.45%,9.83%,50.46%,3.35%,36.37%,95.76%,12827.3,12615.5,188.8,26944.0,13134.1,186.4,145.1,27658.3,11447.7,17433.2,18072.8,31862.4,2172.9,6236.0,33310.1,3376.8,988.8,17894.3,43090.6,43554.4,41086.6,46399.8,45412.6,40693.0,34114.6,42879.7,41731.8
#139-1,,111397,100000,70134,29866,5847,64496,3136,22506,95985,100.00%,89.77%,62.96%,26.81%,5.25%,57.90%,2.82%,20.20%,86.16%,100.00%,89.77%,70.13%,29.87%,6.09%,67.19%,3.27%,23.45%,95.99%,8622.0,8513.2,182.6,28075.9,13387.8,181.3,106.1,28392.3,7598.0,22953.2,23836.1,33013.4,2285.2,6972.5,33757.1,4465.1,1008.5,23489.8,42698.4,43572.0,41862.0,47587.7,46673.1,41270.7,33627.3,43595.4,41895.1
#139-2,,112144,100000,70381,29619,5877,64187,3572,22220,95856,100.00%,89.17%,62.76%,26.41%,5.24%,57.24%,3.19%,19.81%,85.48%,100.00%,89.17%,70.38%,29.62%,6.13%,66.96%,3.73%,23.18%,95.86%,8557.4,8403.0,179.8,27942.9,13383.2,178.7,115.8,28327.1,7510.9,22478.8,23663.2,32654.0,2299.0,7331.7,33735.1,4040.6,1005.6,23422.9,42079.1,42421.7,40792.4,46293.2,45763.3,40313.7,33777.9,42475.5,40905.4
#140-1,,112465,100000,46265,53735,8243,40995,3237,42382,94857,100.00%,88.92%,41.14%,47.78%,7.33%,36.45%,2.88%,37.68%,84.34%,100.00%,88.92%,46.27%,53.73%,8.69%,43.22%,3.41%,44.68%,94.86%,16101.1,15661.4,193.6,28978.9,13277.6,189.5,172.8,28628.1,14032.6,15106.4,15883.0,32012.6,1995.7,6401.5,34058.7,2542.7,965.6,15793.9,44451.9,44738.0,41643.6,47402.3,45751.8,41130.0,35148.2,43445.0,42361.8
#140-2,,112317,100000,46633,53367,8228,41389,3246,42299,95162,100.00%,89.03%,41.52%,47.51%,7.33%,36.85%,2.89%,37.66%,84.73%,100.00%,89.03%,46.63%,53.37%,8.65%,43.49%,3.41%,44.45%,95.16%,15609.7,15417.5,191.4,28722.3,13208.2,186.8,174.0,28445.4,13873.0,15203.3,15954.2,32049.1,1890.2,6514.3,33897.4,2538.1,963.0,15820.9,43512.2,44220.3,41255.9,46810.6,45349.1,40659.2,35160.8,43017.3,41925.3
#141-1,,113099,100000,28021,71979,5482,22870,3453,60823,92628,100.00%,88.42%,24.78%,63.64%,4.85%,20.22%,3.05%,53.78%,81.90%,100.00%,88.42%,28.02%,71.98%,5.92%,24.69%,3.73%,65.66%,92.63%,33487.0,31920.2,205.0,44266.8,21496.4,187.9,264.2,39804.8,27465.8,13938.7,14567.0,46931.8,1967.5,11212.2,53526.7,343.6,985.9,14539.6,48136.9,46617.5,41688.3,48536.4,45565.2,40383.2,37209.0,43077.9,42341.0
#141-2,,113386,100000,28045,71955,5386,22703,3782,60845,92716,100.00%,88.19%,24.73%,63.46%,4.75%,20.02%,3.34%,53.66%,81.77%,100.00%,88.19%,28.04%,71.96%,5.81%,24.49%,4.08%,65.63%,92.72%,33242.6,31863.5,203.2,44203.4,21580.7,185.2,287.6,39774.9,27413.0,13583.3,14353.4,46113.6,1974.6,11387.6,53543.8,324.0,989.6,14435.2,47293.3,46184.5,40882.1,48251.2,45180.6,39879.9,37230.8,42800.8,41996.6
#142-1,,109897,100000,22719,77281,12461,18729,2648,60978,94816,100.00%,90.99%,20.67%,70.32%,11.34%,17.04%,2.41%,55.49%,86.28%,100.00%,90.99%,22.72%,77.28%,13.14%,19.75%,2.79%,64.31%,94.82%,22104.5,21846.8,220.3,28204.5,13775.1,206.4,231.7,27829.3,19755.2,8633.3,8926.1,32633.1,1956.7,6507.2,37258.0,962.0,950.7,8853.1,44986.7,44791.4,40395.3,46083.7,44356.4,40072.6,35724.3,42541.1,42101.7
#142-2,,109386,100000,22783,77217,12479,18777,2713,61039,95008,100.00%,91.42%,20.83%,70.59%,11.41%,17.17%,2.48%,55.80%,86.86%,100.00%,91.42%,22.78%,77.22%,13.13%,19.76%,2.86%,64.25%,95.01%,22093.6,21625.7,214.7,27943.0,13848.3,201.7,228.6,27745.7,19690.9,8667.3,8916.1,32680.4,1904.3,6581.9,37330.0,1044.9,954.5,8885.3,47095.6,44492.6,40119.0,45783.0,44100.7,39817.2,35645.9,42422.0,41934.2
#143-1,,110918,100000,44471,55529,12909,38501,3954,40130,95494,100.00%,90.16%,40.09%,50.06%,11.64%,34.71%,3.56%,36.18%,86.09%,100.00%,90.16%,44.47%,55.53%,13.52%,40.32%,4.14%,42.02%,95.49%,14087.1,14157.7,186.8,25346.4,14012.4,180.4,204.1,26074.2,12932.7,14632.2,15440.5,31877.9,2276.4,5814.7,34946.5,1737.2,1008.6,15371.5,41266.8,42035.2,39034.0,44438.7,43828.8,38893.1,34383.2,41047.9,40279.1
#143-2,,109509,100000,44451,55549,13110,38779,3770,40181,95840,100.00%,91.32%,40.59%,50.73%,11.97%,35.41%,3.44%,36.69%,87.52%,100.00%,91.32%,44.45%,55.55%,13.68%,40.46%,3.93%,41.93%,95.84%,14505.5,14405.0,191.0,25779.2,14039.4,184.8,191.3,26792.6,13235.6,15141.6,15590.5,32286.0,2230.6,5915.7,35094.6,1950.5,1021.4,15514.2,42852.6,42988.5,40305.1,45135.8,44313.6,39949.2,35296.5,41928.0,41192.8
#144-1,,110499,100000,62537,37463,9553,56540,3540,26198,95831,100.00%,90.50%,56.60%,33.90%,8.65%,51.17%,3.20%,23.71%,86.73%,100.00%,90.50%,62.54%,37.46%,9.97%,59.00%,3.69%,27.34%,95.83%,9968.8,9816.6,173.8,25913.2,13675.0,171.0,126.5,26915.3,8826.8,20967.5,21935.1,33510.2,2612.8,6228.9,34966.2,3413.0,1052.0,21664.6,41924.2,42617.5,40476.5,46191.5,44939.0,40099.6,33741.5,42439.7,40986.9
#144-2,,110307,100000,62647,37353,9353,56514,3807,26285,95959,100.00%,90.66%,56.79%,33.86%,8.48%,51.23%,3.45%,23.83%,86.99%,100.00%,90.66%,62.65%,37.35%,9.75%,58.89%,3.97%,27.39%,95.96%,10052.1,9935.1,177.6,26299.9,13891.0,175.8,140.5,27268.2,8932.3,20986.9,21809.5,33353.6,2448.2,6245.1,34980.8,3046.6,1047.8,21618.1,42045.8,42531.9,40455.3,46014.7,45125.2,40074.0,34146.0,42322.7,40947.1
#145-1,,111583,100000,36478,63522,11728,31535,3098,48443,94804,100.00%,89.62%,32.69%,56.93%,10.51%,28.26%,2.78%,43.41%,84.96%,100.00%,89.62%,36.48%,63.52%,12.37%,33.26%,3.27%,51.10%,94.80%,17714.2,17398.1,200.0,27274.3,13491.9,192.6,175.7,27421.0,15750.4,11908.2,12375.1,30386.6,2031.8,6561.2,32625.9,2416.5,914.7,12210.5,45863.2,45976.4,42505.8,47969.3,46597.0,41891.5,36074.8,44102.1,43413.1
#145-2,,110756,100000,36108,63892,12603,31613,2743,48139,95098,100.00%,90.29%,32.60%,57.69%,11.38%,28.54%,2.48%,43.46%,85.86%,100.00%,90.29%,36.11%,63.89%,13.25%,33.24%,2.88%,50.62%,95.10%,17905.6,17519.6,199.4,27307.9,13646.7,191.0,187.5,27712.0,15905.4,12994.8,13441.9,33556.0,2074.6,6061.9,35911.8,1727.1,990.7,13292.7,45642.2,45462.2,42287.1,47256.5,45600.6,41608.8,36917.2,43677.4,43049.6
#146-1,,113940,100000,22913,77087,7889,18223,3175,63019,92306,100.00%,87.77%,20.11%,67.66%,6.92%,15.99%,2.79%,55.31%,81.01%,100.00%,87.77%,22.91%,77.09%,8.55%,19.74%,3.44%,68.27%,92.31%,35159.0,33582.4,225.4,43497.2,22147.0,204.2,296.7,39654.6,29016.3,12050.3,12766.9,48134.1,2254.5,11948.5,56003.6,313.6,987.4,12762.3,48971.3,47456.3,42190.1,49021.7,46253.6,40836.7,37862.3,43361.3,42921.0
#146-2,,115046,100000,22988,77012,7639,17749,3612,62908,91908,100.00%,86.92%,19.98%,66.94%,6.64%,15.43%,3.14%,54.68%,79.89%,100.00%,86.92%,22.99%,77.01%,8.31%,19.31%,3.93%,68.45%,91.91%,35042.0,33891.9,225.1,43941.3,22344.3,204.1,291.2,39611.0,29020.4,11896.6,12584.9,47275.5,2229.8,11872.3,56485.7,289.3,991.9,12585.4,48476.8,47317.0,41943.6,48920.9,45615.3,40721.9,37340.5,43091.0,42617.3
#147-1,,111770,100000,13990,86010,13731,10154,2633,67608,94126,100.00%,89.47%,12.52%,76.95%,12.29%,9.08%,2.36%,60.49%,84.21%,100.00%,89.47%,13.99%,86.01%,14.59%,10.79%,2.80%,71.83%,94.13%,24687.3,24443.5,241.7,28380.1,15607.5,219.1,256.6,27713.8,22213.7,6317.1,6543.5,34620.1,1976.7,6767.7,44068.2,387.6,980.8,6456.5,46180.6,46178.7,41371.1,46960.6,45445.4,40890.6,36887.4,43148.2,43064.6
#147-2,,110551,100000,14115,85885,13614,10178,2792,68042,94626,100.00%,90.46%,12.77%,77.69%,12.31%,9.21%,2.53%,61.55%,85.59%,100.00%,90.46%,14.11%,85.89%,14.39%,10.76%,2.95%,71.91%,94.63%,24902.4,24520.6,244.4,28510.4,15563.7,224.9,273.4,28101.4,22478.1,6290.9,6454.9,34102.8,1911.1,6687.0,43352.2,288.8,979.6,6338.0,47005.0,45842.4,41470.1,46561.0,45004.9,40805.4,37158.0,43275.7,43078.2
#148-1,,110093,100000,30474,69526,17750,24983,3814,48772,95319,100.00%,90.83%,27.68%,63.15%,16.12%,22.69%,3.46%,44.30%,86.58%,100.00%,90.83%,30.47%,69.53%,18.62%,26.21%,4.00%,51.17%,95.32%,17818.6,17653.4,210.2,25298.9,14975.6,196.0,243.4,26123.9,16216.6,11529.8,11837.0,33424.5,2375.0,6059.7,38357.6,913.8,1044.3,11752.8,44392.9,44466.0,40819.7,46064.3,45068.7,40451.7,36022.2,42598.1,42232.5
#148-2,,111347,100000,30905,69095,17659,24823,4248,48419,95149,100.00%,89.81%,27.76%,62.05%,15.86%,22.29%,3.82%,43.48%,85.45%,100.00%,89.81%,30.90%,69.09%,18.56%,26.09%,4.46%,50.89%,95.15%,17473.8,17490.9,212.2,25219.3,14839.2,198.4,237.6,26187.9,16142.8,11390.8,11849.2,32961.8,2405.8,5878.8,38438.0,826.2,1043.2,11686.8,43575.2,44143.4,40730.3,45670.0,44801.1,40530.8,36277.9,42317.7,42042.8
#149-1,,112546,100000,49309,50691,15207,42879,3918,33264,95268,100.00%,88.85%,43.81%,45.04%,13.51%,38.10%,3.48%,29.56%,84.65%,100.00%,88.85%,49.31%,50.69%,15.96%,45.01%,4.11%,34.92%,95.27%,12562.4,12624.1,192.5,24716.7,14411.5,185.3,180.6,26197.7,11538.5,17201.9,18082.0,34049.0,2550.2,5861.7,36717.8,1794.7,1086.5,17915.1,42704.4,43631.0,41076.6,46115.7,45086.7,40676.7,35157.1,42478.3,41782.7
#149-2,,113196,100000,49478,50522,14923,42885,4016,33286,95110,100.00%,88.34%,43.71%,44.63%,13.18%,37.89%,3.55%,29.41%,84.02%,100.00%,88.34%,49.48%,50.52%,15.69%,45.09%,4.22%,35.00%,95.11%,12441.3,12654.6,189.5,24862.1,14721.0,182.5,180.9,26310.8,11607.8,17324.2,18274.5,34205.7,2672.5,5941.0,36829.2,1731.3,1094.2,17994.4,42639.7,43754.1,41324.8,46133.1,45210.5,40686.1,35918.9,42554.5,41848.6
#150-1,,112510,100000,24775,75225,16623,20278,2847,54781,94529,100.00%,88.88%,22.02%,66.86%,14.77%,18.02%,2.53%,48.69%,84.02%,100.00%,88.88%,24.77%,75.23%,17.59%,21.45%,3.01%,57.95%,94.53%,20099.2,20115.9,220.5,26668.4,14718.4,203.7,240.2,27031.0,18304.0,9855.5,10344.6,34684.3,2328.4,6829.0,39512.4,917.8,1006.5,10287.9,44643.2,45311.2,41018.2,46725.1,45234.6,40693.5,36296.5,43031.4,42714.5
#150-2,,112081,100000,24642,75358,16645,20113,2815,54895,94468,100.00%,89.22%,21.99%,67.24%,14.85%,17.95%,2.51%,48.98%,84.29%,100.00%,89.22%,24.64%,75.36%,17.62%,21.29%,2.98%,58.11%,94.47%,20609.6,20367.1,225.6,26953.3,14831.9,209.9,243.5,27365.8,18567.5,9818.0,10249.8,34740.9,2241.2,6341.8,39304.4,789.4,1012.0,10097.2,45379.3,45687.3,41814.8,46953.6,45292.2,41156.1,37030.3,43330.6,43025.5
#151-1,,113272,100000,32782,67218,3292,27243,3718,57976,92229,100.00%,88.28%,28.94%,59.34%,2.91%,24.05%,3.28%,51.18%,81.42%,100.00%,88.28%,32.78%,67.22%,3.57%,29.54%,4.03%,62.86%,92.23%,32971.1,30407.9,210.1,45135.3,18474.5,196.8,257.1,39752.4,25716.7,15656.6,16412.5,46352.2,1811.0,15683.4,51902.4,368.9,953.8,16505.4,50881.9,48623.9,43676.2,51036.9,47753.3,42427.5,39018.7,44648.6,43876.4
#151-2,,122523,100000,33745,66255,3456,28888,3986,60960,97290,100.00%,81.62%,27.54%,54.08%,2.82%,23.58%,3.25%,49.75%,79.41%,100.00%,81.62%,33.74%,66.25%,3.55%,29.69%,4.10%,62.66%,97.29%,31963.1,26296.8,202.9,39587.0,18061.2,193.1,265.0,39212.7,25279.7,15737.9,16312.3,45120.9,1639.5,15473.4,51319.6,368.3,941.9,16393.1,49480.8,43932.8,41621.4,45110.1,47047.3,41530.4,38881.1,43648.5,42945.0
#152-1,,118636,100000,30969,69031,6515,26648,3313,61688,98164,100.00%,84.29%,26.10%,58.19%,5.49%,22.46%,2.79%,52.00%,82.74%,100.00%,84.29%,30.97%,69.03%,6.64%,27.15%,3.37%,62.84%,98.16%,20522.6,18623.7,225.7,26877.5,11026.3,216.7,196.3,27574.5,18125.5,10071.7,10448.4,30306.5,1539.6,8708.3,34290.2,1076.2,914.6,10497.6,46849.5,44278.6,42128.1,45243.3,45564.7,42381.4,38385.0,44225.8,43616.8
#152-2,,118203,100000,31289,68711,6507,27024,3229,61447,98207,100.00%,84.60%,26.47%,58.13%,5.50%,22.86%,2.73%,51.98%,83.08%,100.00%,84.60%,31.29%,68.71%,6.63%,27.52%,3.29%,62.57%,98.21%,20770.3,18639.6,221.4,27026.7,11105.4,212.0,191.9,27817.6,18205.6,10324.6,10623.4,30556.2,1546.5,8562.4,34339.8,1030.9,925.5,10629.7,47184.3,44507.4,42406.8,45464.0,46119.4,42503.2,38963.7,44438.3,43837.2
#153-1,,116881,100000,53989,46011,5696,47971,4541,40026,98234,100.00%,85.56%,46.19%,39.37%,4.87%,41.04%,3.89%,34.25%,84.05%,100.00%,85.56%,53.99%,46.01%,5.80%,48.83%,4.62%,40.75%,98.23%,12958.0,11679.1,205.1,25142.6,9474.0,201.8,143.7,26297.1,11369.4,14724.9,15160.9,26566.9,1777.2,9163.5,28984.0,2662.5,861.8,15159.4,44435.6,43156.1,41721.4,44839.6,45800.9,41870.5,37291.0,43651.9,42612.5
#153-2,,118259,100000,53828,46172,6061,48266,4070,39766,98163,100.00%,84.56%,45.52%,39.04%,5.13%,40.81%,3.44%,33.63%,83.01%,100.00%,84.56%,53.83%,46.17%,6.17%,49.17%,4.15%,40.51%,98.16%,12764.6,11636.0,200.0,24968.2,10029.4,195.2,146.9,26246.9,11354.0,16305.1,16985.4,29873.7,1960.1,9681.6,32376.3,2100.6,959.4,16992.7,43377.0,42481.0,41117.5,44070.6,45533.5,41273.0,36994.8,42889.8,42013.7
#154-1,,119308,100000,70549,29451,4650,63140,5741,24838,98369,100.00%,83.82%,59.13%,24.68%,3.90%,52.92%,4.81%,20.82%,82.45%,100.00%,83.82%,70.55%,29.45%,4.73%,64.19%,5.84%,25.25%,98.37%,8175.1,7398.2,197.6,24647.2,7747.9,196.2,143.0,26562.2,7207.5,20287.0,21235.3,29229.0,2086.7,10193.0,31759.9,2294.6,950.1,21241.4,42558.2,42097.8,41132.2,44410.8,44693.6,41389.3,35872.9,43409.1,41733.5
#154-2,,118865,100000,70814,29186,4350,62779,6407,24972,98508,100.00%,84.13%,59.58%,24.55%,3.66%,52.82%,5.39%,21.01%,82.87%,100.00%,84.13%,70.81%,29.19%,4.42%,63.73%,6.50%,25.35%,98.51%,8333.4,7524.8,197.0,25304.2,7253.9,197.3,120.8,27063.0,7314.5,18381.1,19226.8,26369.0,1897.5,10105.0,28798.4,2980.0,860.4,19211.3,43291.9,42897.7,41970.9,45146.3,45657.6,42342.0,36084.1,44001.6,42502.1
#155-1,,114634,100000,46459,53541,5932,38814,4331,43215,92292,100.00%,87.23%,40.53%,46.71%,5.17%,33.86%,3.78%,37.70%,80.51%,100.00%,87.23%,46.46%,53.54%,6.43%,42.06%,4.69%,46.82%,92.29%,15383.0,16360.5,230.0,30357.3,10090.5,219.6,188.0,27770.9,13753.3,14617.1,15729.2,31368.5,2158.4,9703.2,34201.3,1146.0,978.1,15519.0,45212.4,47800.1,44273.4,50860.3,46554.0,42938.9,38948.9,44619.5,43770.9
#155-2,,111898,100000,46706,53294,5978,39400,4430,43612,93420,100.00%,89.37%,41.74%,47.63%,5.34%,35.21%,3.96%,38.97%,83.49%,100.00%,89.37%,46.71%,53.29%,6.40%,42.18%,4.74%,46.68%,93.42%,15694.6,16260.4,227.0,30311.8,9867.3,216.3,175.9,27869.0,13741.3,14671.1,15516.5,30938.7,2000.8,9335.4,33764.6,1330.7,966.3,15351.8,46062.0,47711.1,44460.4,50560.0,46269.9,43217.9,38712.9,44502.9,43799.5
#156-1,,118361,100000,28345,71655,4627,23159,3313,58696,89795,100.00%,84.49%,23.95%,60.54%,3.91%,19.57%,2.80%,49.59%,75.87%,100.00%,84.49%,28.35%,71.65%,5.15%,25.79%,3.69%,65.37%,89.79%,33587.4,35717.4,240.8,49751.0,19125.6,222.9,275.1,40453.8,27496.4,14128.3,15640.9,49551.8,2226.5,14336.5,54749.1,320.1,983.3,15513.6,50713.6,52957.3,46239.0,55615.0,48411.5,44051.9,40150.0,45434.6,45036.4
#156-2,,118520,100000,28406,71594,4550,23265,3308,59011,90134,100.00%,84.37%,23.97%,60.41%,3.84%,19.63%,2.79%,49.79%,76.05%,100.00%,84.37%,28.41%,71.59%,5.05%,25.81%,3.67%,65.47%,90.13%,33984.1,36105.3,235.5,50337.2,18930.3,218.1,258.8,41085.7,27920.3,14415.7,15848.9,50192.4,2222.6,13629.8,55158.3,259.6,1001.7,15590.6,50556.2,52413.6,45843.7,55020.3,48075.4,43679.1,39636.1,45072.7,44665.0
#157-1,,115484,100000,20434,79566,8553,16148,2734,65574,93009,100.00%,86.59%,17.69%,68.90%,7.41%,13.98%,2.37%,56.78%,80.54%,100.00%,86.59%,20.43%,79.57%,9.20%,17.36%,2.94%,70.50%,93.01%,22544.3,24378.6,257.7,30573.3,12121.9,239.2,211.2,28001.9,20904.6,7781.0,8501.9,33824.0,1998.7,9256.9,39058.0,500.9,958.9,8323.2,46167.6,49052.8,44191.4,50301.3,46480.0,42652.1,39548.2,44594.4,44282.3
#157-2,,115769,100000,20537,79463,8576,16028,2890,65147,92641,100.00%,86.38%,17.74%,68.64%,7.41%,13.84%,2.50%,56.27%,80.02%,100.00%,86.38%,20.54%,79.46%,9.26%,17.30%,3.12%,70.32%,92.64%,22398.4,24974.3,256.4,31362.6,12127.9,237.7,212.2,28229.6,21022.1,7860.4,8674.2,34349.6,2038.5,9227.6,40028.5,526.4,975.2,8481.8,45015.6,49075.0,43458.9,50526.4,46132.0,42079.2,38415.4,44023.6,43707.5
#158-1,,111410,100000,42583,57417,9477,36737,3221,45507,94942,100.00%,89.76%,38.22%,51.54%,8.51%,32.97%,2.89%,40.85%,85.22%,100.00%,89.76%,42.58%,57.42%,9.98%,38.69%,3.39%,47.93%,94.94%,13983.5,14930.0,239.9,25824.9,9751.5,225.5,184.8,25634.7,13354.0,14609.3,15503.5,33175.3,2397.3,9767.4,35726.4,1174.0,1010.0,15322.9,44128.4,45755.7,43142.9,47693.6,45204.4,42197.9,37837.9,43478.0,42963.7
#158-2,,111349,100000,42359,57641,9518,36389,3253,45599,94759,100.00%,89.81%,38.04%,51.77%,8.55%,32.68%,2.92%,40.95%,85.10%,100.00%,89.81%,42.36%,57.64%,10.04%,38.40%,3.43%,48.12%,94.76%,14133.0,15110.9,236.5,26041.7,9826.8,221.0,180.1,25805.1,13495.8,14842.1,15755.3,33804.4,2491.5,9862.3,36437.4,1034.3,1023.9,15511.4,44425.9,46132.7,43408.3,48134.7,45303.1,42360.6,37474.8,43677.6,43122.2
#159-1,,110294,100000,59473,40527,8166,52323,3437,30022,93948,100.00%,90.67%,53.92%,36.74%,7.40%,47.44%,3.12%,27.22%,85.18%,100.00%,90.67%,59.47%,40.53%,8.69%,55.69%,3.66%,31.96%,93.95%,10665.0,11174.3,233.5,27229.7,8184.1,218.9,151.8,26227.4,9220.0,19989.4,21149.4,33257.0,3381.6,10543.8,34389.9,2091.2,1024.2,20473.2,45714.0,47661.3,44857.8,51775.5,46128.1,43271.7,38302.6,44818.9,43832.6
#159-2,,112091,100000,59575,40425,8225,52238,3607,29939,94009,100.00%,89.21%,53.15%,36.06%,7.34%,46.60%,3.22%,26.71%,83.87%,100.00%,89.21%,59.57%,40.42%,8.75%,55.57%,3.84%,31.85%,94.01%,10503.1,11213.7,230.1,27400.4,7836.9,216.1,145.0,26400.8,9219.1,19808.6,21281.5,33356.4,3486.5,10668.8,34672.1,2034.4,1028.3,20605.2,45030.1,47124.6,44413.4,51120.1,45618.0,42903.9,37735.1,44460.1,43438.7
#160-1,,111738,100000,33265,66735,9646,27354,3108,51873,91981,100.00%,89.50%,29.77%,59.72%,8.63%,24.48%,2.78%,46.42%,82.32%,100.00%,89.50%,33.27%,66.73%,10.49%,29.74%,3.38%,56.40%,91.98%,18562.6,19671.5,254.4,29350.2,9798.9,234.5,195.9,27011.9,16337.4,11999.3,12676.9,33304.5,2394.8,9776.8,36422.3,739.7,979.9,12434.5,48366.1,50680.1,46114.7,52955.8,47309.4,44177.0,40592.2,45639.6,45209.2
