Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A
#275,,100000,63963,24553,88516,25686,62830,220,24361,1350,62585,100.00%,63.96%,24.55%,88.52%,25.69%,62.83%,0.22%,24.36%,1.35%,62.59%,100.00%,72.26%,27.74%,88.52%,29.02%,70.98%,0.25%,27.52%,1.53%,70.70%,10541.8,145.1,31796.7,8924.8,29518.8,505.5,27615.5,31798.8,153.8,144.6,14676.9,20270.9,893.8,14896.0,708.7,20696.0,16656.9,746.2,185.4,20714.9,41930.5,38553.7,43775.0,40002.0,42863.2,38832.3,61173.3,43612.8,33550.2,38661.3
#276,,100000,87577,2982,90559,4681,85878,54,2930,1627,85948,100.00%,87.58%,2.98%,90.56%,4.68%,85.88%,0.05%,2.93%,1.63%,85.95%,100.00%,96.71%,3.29%,90.56%,5.17%,94.83%,0.06%,3.24%,1.80%,94.91%,1328.7,138.3,30008.9,1121.9,18581.0,170.3,22079.3,30135.1,138.0,138.3,20276.4,20975.6,1112.6,20321.6,609.8,21396.0,17005.1,772.6,216.3,21370.7,40597.8,40044.8,45080.0,40210.6,40268.4,40207.4,64898.5,44730.9,33234.5,40173.0
#277,,100000,51470,35700,87170,36729,50441,303,35405,1399,50063,100.00%,51.47%,35.70%,87.17%,36.73%,50.44%,0.30%,35.41%,1.40%,50.06%,100.00%,59.05%,40.95%,87.17%,42.13%,57.87%,0.35%,40.62%,1.60%,57.43%,15251.3,151.9,31509.6,12994.3,29936.4,657.7,25281.4,31555.9,165.6,151.4,12871.1,21783.1,882.3,13223.3,716.4,22330.2,14135.4,745.0,194.3,22406.6,44293.4,38957.0,44470.2,41214.9,43787.1,39342.0,59767.7,44334.7,34205.1,39092.2
#278,,100000,76645,13396,90041,14821,75220,206,13183,1567,75085,100.00%,76.64%,13.40%,90.04%,14.82%,75.22%,0.21%,13.18%,1.57%,75.09%,100.00%,85.12%,14.88%,90.04%,16.46%,83.54%,0.23%,14.64%,1.74%,83.39%,5411.1,153.2,29364.6,4499.1,25875.6,287.2,20666.2,29515.2,149.5,153.4,18558.0,21713.0,948.1,18623.6,669.5,22161.2,14145.2,726.8,172.5,22163.2,43308.9,40795.1,45565.9,41504.9,43987.2,41015.8,60523.5,45323.0,34262.3,40933.5
#279,,100000,9495,75267,84762,75922,8840,617,74706,1427,8012,100.00%,9.49%,75.27%,84.76%,75.92%,8.84%,0.62%,74.71%,1.43%,8.01%,100.00%,11.20%,88.80%,84.76%,89.57%,10.43%,0.73%,88.14%,1.68%,9.45%,32263.2,199.5,31892.9,28342.7,31071.2,4908.7,20644.8,31962.6,201.7,194.0,3585.1,26269.6,739.6,3599.4,665.3,28799.2,7310.3,683.3,140.0,31120.8,50444.1,40439.5,45158.2,44629.6,44859.2,42657.9,50548.5,45110.8,36907.0,41063.0
#280,,100000,17199,67528,84727,67767,16960,792,66768,1355,15812,100.00%,17.20%,67.53%,84.73%,67.77%,16.96%,0.79%,66.77%,1.36%,15.81%,100.00%,20.30%,79.70%,84.73%,79.98%,20.02%,0.93%,78.80%,1.60%,18.66%,27907.4,185.5,31165.2,24876.5,30306.6,3179.5,20971.0,31271.6,194.8,183.3,6378.9,28111.8,818.7,6359.0,702.7,28960.0,8062.3,728.0,148.2,30583.6,49945.4,40635.5,45558.2,44559.0,45148.1,42204.9,51778.5,45483.7,36607.7,40974.0
#281,,100000,1250,81682,82932,82438,494,5,81757,1138,32,100.00%,1.25%,81.68%,82.93%,82.44%,0.49%,0.00%,81.76%,1.14%,0.03%,100.00%,1.51%,98.49%,82.93%,99.40%,0.60%,0.01%,98.58%,1.37%,0.04%,41179.4,254.4,35504.0,34972.7,34549.6,105581.4,62223.9,35468.5,211.4,141.8,824.7,578.6,728.4,726.2,706.1,4073.5,7087.6,727.6,152.4,16461.4,54140.3,36915.1,46016.5,45879.3,45741.4,68888.5,70307.3,46012.9,36211.7,44394.3
#282,,100000,1328,81922,83250,82181,1069,30,81991,1168,61,100.00%,1.33%,81.92%,83.25%,82.18%,1.07%,0.03%,81.99%,1.17%,0.06%,100.00%,1.60%,98.40%,83.25%,98.72%,1.28%,0.04%,98.49%,1.40%,0.07%,41961.4,268.3,39482.2,38856.6,37624.6,133571.6,14142.0,39444.9,218.9,167.3,1110.5,886.6,804.4,805.7,762.3,4141.5,12609.5,799.8,215.7,14312.3,57573.1,44121.9,51170.5,51058.0,50433.1,99099.4,66014.3,51165.6,43447.5,44787.7
#283,,100000,63420,19366,82786,21909,60877,225,19188,2566,60807,100.00%,63.42%,19.37%,82.79%,21.91%,60.88%,0.22%,19.19%,2.57%,60.81%,100.00%,76.61%,23.39%,82.79%,26.46%,73.54%,0.27%,23.18%,3.10%,73.45%,9453.4,111.5,31073.7,7354.4,26756.2,372.0,22608.4,31099.1,132.8,110.0,14557.3,19104.9,954.2,14858.9,680.7,19961.5,20103.2,728.1,282.6,19913.7,41010.6,36775.1,42473.7,38108.2,40771.3,37149.8,60501.0,42244.4,32133.5,36972.3
#284,,100000,90151,1114,91265,2873,88392,32,1082,1690,88461,100.00%,90.15%,1.11%,91.26%,2.87%,88.39%,0.03%,1.08%,1.69%,88.46%,100.00%,98.78%,1.22%,91.26%,3.15%,96.85%,0.04%,1.19%,1.85%,96.93%,638.0,127.1,32771.2,525.5,12107.8,149.1,26639.8,32952.1,131.2,127.0,19882.5,19951.2,1355.8,19724.2,498.0,20349.2,20183.3,766.0,233.0,20328.3,40879.2,40060.5,45670.5,40129.0,38012.0,40197.8,66243.1,45068.7,34032.0,40175.6
#285,,100000,65876,24099,89975,25369,64606,247,23875,1618,64235,100.00%,65.88%,24.10%,89.97%,25.37%,64.61%,0.25%,23.87%,1.62%,64.24%,100.00%,73.22%,26.78%,89.97%,28.20%,71.80%,0.27%,26.54%,1.80%,71.39%,10539.0,146.5,32650.9,8852.5,30097.7,510.1,24580.4,32703.7,153.1,146.0,15731.6,21595.5,999.6,16079.0,728.7,22106.7,22143.5,778.9,212.1,22142.2,43160.8,39671.0,44927.1,41078.8,43848.5,39991.2,66833.3,44710.8,34825.2,39787.4
#286,,100000,81485,2672,84157,4537,79620,51,2636,1805,79665,100.00%,81.48%,2.67%,84.16%,4.54%,79.62%,0.05%,2.64%,1.81%,79.66%,100.00%,96.82%,3.18%,84.16%,5.39%,94.61%,0.06%,3.13%,2.14%,94.66%,1300.3,140.4,28429.5,1038.6,16315.4,168.0,13979.3,28552.6,139.0,140.3,19620.0,20256.6,962.3,19644.0,554.1,20731.8,13194.3,728.9,224.4,20714.0,39831.8,38655.7,42228.7,38769.1,38202.2,38801.4,48066.3,42093.6,33008.4,38783.7
#287,,100000,49773,33163,82936,34040,48896,267,32899,1251,48519,100.00%,49.77%,33.16%,82.94%,34.04%,48.90%,0.27%,32.90%,1.25%,48.52%,100.00%,60.01%,39.99%,82.94%,41.04%,58.96%,0.32%,39.67%,1.51%,58.50%,15403.0,151.3,30390.4,12242.8,29094.8,510.9,19974.8,30472.0,167.9,151.0,13681.0,22512.9,870.2,13858.8,706.7,23014.9,15970.8,736.3,196.5,23097.3,44970.9,39034.2,43245.0,40717.9,42686.2,39347.6,56393.3,43134.6,33929.8,39168.0
#288,,100000,70254,12103,82357,13859,68498,275,11889,1901,68292,100.00%,70.25%,12.10%,82.36%,13.86%,68.50%,0.27%,11.89%,1.90%,68.29%,100.00%,85.30%,14.70%,82.36%,16.83%,83.17%,0.33%,14.44%,2.31%,82.92%,4996.6,138.9,27573.3,4170.6,23708.4,217.6,9652.8,27851.6,141.1,138.1,17831.3,20798.6,928.9,17878.6,620.3,21370.4,11991.1,679.2,218.9,21388.2,42758.6,40159.1,43815.4,40696.4,42322.3,40367.4,50544.0,43639.7,35026.0,40302.2
#289,,100000,8352,71521,79873,71558,8315,534,71014,898,7427,100.00%,8.35%,71.52%,79.87%,71.56%,8.31%,0.53%,71.01%,0.90%,7.43%,100.00%,10.46%,89.54%,79.87%,89.59%,10.41%,0.67%,88.91%,1.12%,9.30%,33024.3,202.9,32016.5,28689.9,31354.2,5761.2,19765.9,32096.7,204.6,200.6,3896.4,30047.5,797.0,3855.6,708.4,30939.5,9318.5,727.4,155.5,33820.6,51968.9,41475.9,45822.6,45368.1,45570.6,43625.9,49000.2,45794.7,38240.9,41889.7
#290,,100000,16099,64211,80310,64153,16157,601,63583,1057,15069,100.00%,16.10%,64.21%,80.31%,64.15%,16.16%,0.60%,63.58%,1.06%,15.07%,100.00%,20.05%,79.95%,80.31%,79.88%,20.12%,0.75%,79.17%,1.32%,18.76%,28997.3,190.7,31243.5,25018.7,30525.1,3154.8,18281.1,31378.5,210.7,192.3,6644.3,29972.7,858.7,6694.9,713.2,30445.8,11679.7,741.6,175.2,32073.4,54486.1,41597.8,45956.2,45082.5,45633.3,42895.7,50264.0,45915.2,38986.6,41790.1
#291,,100000,1441,76454,77895,77482,413,4,76526,1344,21,100.00%,1.44%,76.45%,77.89%,77.48%,0.41%,0.00%,76.53%,1.34%,0.02%,100.00%,1.85%,98.15%,77.89%,99.47%,0.53%,0.01%,98.24%,1.73%,0.03%,40587.2,245.8,34467.8,33834.7,33429.2,109917.6,1474.6,34436.2,206.6,236.6,836.9,498.7,732.1,727.7,708.9,4253.4,19153.1,730.5,200.6,20747.1,54450.2,40475.2,45161.4,45074.7,44934.4,71408.5,42869.6,45156.9,40457.5,41464.5
#292,,100000,936,76665,77601,77063,538,7,76714,855,25,100.00%,0.94%,76.67%,77.60%,77.06%,0.54%,0.01%,76.71%,0.86%,0.03%,100.00%,1.21%,98.79%,77.60%,99.31%,0.69%,0.01%,98.86%,1.10%,0.03%,43575.2,254.1,36411.0,35974.9,35433.3,113554.8,63991.1,36382.6,211.7,188.6,884.3,761.8,765.6,765.5,741.9,4157.3,6938.9,764.7,184.3,21637.9,57235.4,40914.2,47274.5,47197.8,47012.7,73709.7,68651.7,47266.5,40921.7,44987.7
#293,,100000,61177,18399,79576,19640,59936,190,18225,1453,59708,100.00%,61.18%,18.40%,79.58%,19.64%,59.94%,0.19%,18.22%,1.45%,59.71%,100.00%,76.88%,23.12%,79.58%,24.68%,75.32%,0.24%,22.90%,1.83%,75.03%,9314.4,128.9,31938.3,7483.7,29101.4,399.9,25760.1,31975.3,141.9,128.5,15490.3,20506.2,968.6,15988.9,705.9,20996.8,20102.7,755.3,217.9,21009.4,45512.3,39672.4,44658.6,40825.3,43590.9,39919.0,66269.7,44429.6,35748.8,39767.7
#294,,110426,91331,1076,92407,2601,89806,25,1055,1411,89916,100.00%,82.71%,0.97%,83.68%,2.36%,81.33%,0.02%,0.96%,1.28%,81.43%,100.00%,98.84%,1.16%,83.68%,2.81%,97.19%,0.03%,1.14%,1.53%,97.30%,556.4,111.4,28364.5,440.4,11424.3,122.2,18065.5,28505.0,127.9,111.1,19175.4,19130.3,1034.7,18919.6,516.8,19452.6,16032.8,680.6,242.8,19427.5,40562.8,39759.8,42499.0,39791.7,37610.9,39854.9,57961.3,42169.9,34459.7,39842.4
#295,,109837,68578,23469,92047,24609,67438,186,23306,1327,67228,100.00%,62.44%,21.37%,83.80%,22.41%,61.40%,0.17%,21.22%,1.21%,61.21%,100.00%,74.50%,25.50%,83.80%,26.74%,73.26%,0.20%,25.32%,1.44%,73.04%,10088.8,124.2,31167.8,8039.3,29150.2,335.7,22618.0,31206.2,154.3,123.3,15783.8,21235.2,894.2,16048.9,709.2,21646.6,18930.8,743.2,229.6,21659.2,43326.9,39903.4,44433.9,41058.5,43745.7,40077.9,61324.7,44296.2,36617.6,39967.7
#296,,109995,89904,3078,92982,4555,88427,91,3010,1453,88428,100.00%,81.73%,2.80%,84.53%,4.14%,80.39%,0.08%,2.74%,1.32%,80.39%,100.00%,96.69%,3.31%,84.53%,4.90%,95.10%,0.10%,3.24%,1.56%,95.10%,1182.9,127.3,25748.0,975.4,17073.8,146.2,9812.6,26040.1,134.4,127.0,19389.5,19914.4,978.0,19287.6,562.1,20252.1,11227.9,683.5,221.0,20242.4,40198.7,39256.6,41836.9,39342.0,38807.9,39369.5,49421.8,41614.7,33478.9,39350.6
#297,,112233,54816,35930,90746,36760,53986,307,35668,1205,53566,100.00%,48.84%,32.01%,80.86%,32.75%,48.10%,0.27%,31.78%,1.07%,47.73%,100.00%,60.41%,39.59%,80.86%,40.51%,59.49%,0.34%,39.31%,1.33%,59.03%,14766.6,134.9,30485.5,12151.9,29235.2,519.6,18180.1,30554.3,160.1,133.6,13577.0,22426.3,866.0,13889.8,699.6,22871.2,17439.6,725.5,232.9,22942.3,44799.6,40249.0,44461.2,41916.8,43959.7,40525.7,58647.0,44335.9,36775.9,40325.7
#298,,111026,78078,13702,91780,14597,77183,582,13173,1263,76762,100.00%,70.32%,12.34%,82.67%,13.15%,69.52%,0.52%,11.86%,1.14%,69.14%,100.00%,85.07%,14.93%,82.67%,15.90%,84.10%,0.63%,14.35%,1.38%,83.64%,4860.0,132.0,25657.5,3942.7,23574.5,229.9,9071.9,26291.3,139.2,131.2,17938.5,20731.9,1022.2,17789.4,626.9,21035.2,8893.3,657.1,171.1,21086.8,42161.5,39988.2,42767.9,40403.2,41796.3,40139.7,47127.9,42535.3,35585.4,40065.6
#299,,115689,9561,79634,89195,79929,9266,574,79114,1172,8335,100.00%,8.26%,68.83%,77.10%,69.09%,8.01%,0.50%,68.39%,1.01%,7.20%,100.00%,10.72%,89.28%,77.10%,89.61%,10.39%,0.64%,88.70%,1.31%,9.34%,31767.6,193.0,31082.5,27771.4,30445.9,4701.6,10923.2,31208.2,186.0,189.5,3900.2,29892.8,783.1,3903.4,692.4,31601.6,9969.5,711.7,207.8,34300.5,50975.3,41594.2,45358.1,44954.6,45114.0,43580.0,46722.8,45350.5,37892.0,42068.2
#300,,114144,18002,70808,88810,70907,17903,654,70229,1166,16761,100.00%,15.77%,62.03%,77.81%,62.12%,15.68%,0.57%,61.53%,1.02%,14.68%,100.00%,20.27%,79.73%,77.81%,79.84%,20.16%,0.74%,79.08%,1.31%,18.87%,27764.4,183.4,30223.0,24133.9,29615.9,2421.6,8891.1,30390.4,179.5,180.2,6605.2,30279.1,834.6,6803.1,700.4,30973.4,12371.3,727.0,217.9,32502.7,49559.5,41009.4,44815.9,44044.3,44553.0,42029.6,46296.5,44795.8,38283.5,41208.3
#301,,113007,1189,86626,87815,87294,521,6,86696,1069,44,100.00%,1.05%,76.66%,77.71%,77.25%,0.46%,0.01%,76.72%,0.95%,0.04%,100.00%,1.35%,98.65%,77.71%,99.41%,0.59%,0.01%,98.73%,1.22%,0.05%,40818.4,242.8,34250.4,33789.9,33327.0,111354.6,12666.0,34222.6,198.3,126.3,847.5,875.4,719.5,721.6,697.9,4696.4,10511.8,718.3,162.0,19447.1,55301.0,40438.3,45954.9,45880.2,45710.8,74261.2,73553.6,45950.2,40233.5,41488.3
#302,,113379,1160,85506,86666,86193,473,3,85557,1067,39,100.00%,1.02%,75.42%,76.44%,76.02%,0.42%,0.00%,75.46%,0.94%,0.03%,100.00%,1.34%,98.66%,76.44%,99.45%,0.55%,0.00%,98.72%,1.23%,0.05%,42364.8,235.4,34759.1,34297.0,33886.9,109023.9,105385.3,34735.2,203.5,220.6,855.2,437.7,724.3,720.5,703.8,3764.5,7335.7,723.5,163.5,8849.8,58434.4,41504.6,46052.4,45991.5,45846.3,72444.1,82871.9,46051.7,41177.2,42826.9
#303,,111861,70234,19798,90032,21246,68786,138,19677,1416,68801,100.00%,62.79%,17.70%,80.49%,18.99%,61.49%,0.12%,17.59%,1.27%,61.51%,100.00%,78.01%,21.99%,80.49%,23.60%,76.40%,0.15%,21.86%,1.57%,76.42%,9078.8,150.2,30436.6,6810.1,27954.2,279.4,23581.2,30459.1,150.1,150.0,13205.3,16960.2,714.0,13387.6,588.2,17341.0,16023.9,603.9,231.0,17309.3,45354.2,41784.7,44828.8,42454.1,43999.8,41976.7,64186.8,44695.5,36915.5,41883.5
#304,,111592,90237,1016,91253,2233,89020,21,1013,1094,89125,100.00%,80.86%,0.91%,81.77%,2.00%,79.77%,0.02%,0.91%,0.98%,79.87%,100.00%,98.89%,1.11%,81.77%,2.45%,97.55%,0.02%,1.11%,1.20%,97.67%,561.9,137.5,28571.0,454.1,12923.5,141.3,6383.0,28539.9,134.4,137.4,17491.4,18104.4,730.4,17911.0,526.9,18347.0,6124.2,643.2,230.9,18327.0,41176.3,41418.1,43902.1,41445.8,39394.7,41497.2,62185.6,43895.7,35644.9,41484.2
#305,,115050,68557,22402,90959,24990,65969,115,22335,2353,66156,100.00%,59.59%,19.47%,79.06%,21.72%,57.34%,0.10%,19.41%,2.05%,57.50%,100.00%,75.37%,24.63%,79.06%,27.47%,72.53%,0.13%,24.56%,2.59%,72.73%,8853.5,135.6,28649.2,7158.1,25443.6,231.3,15537.2,28657.2,147.2,134.6,11951.8,16436.8,648.3,12548.3,551.8,17092.7,15671.3,569.4,209.9,17025.9,40939.4,39029.2,41662.1,39677.7,40694.0,39292.7,56304.2,41592.2,34222.1,39196.4
#306,,109424,88882,2866,91748,4103,87645,139,2737,1164,87708,100.00%,81.23%,2.62%,83.85%,3.75%,80.10%,0.13%,2.50%,1.06%,80.15%,100.00%,96.88%,3.12%,83.85%,4.47%,95.53%,0.15%,2.98%,1.27%,95.60%,1174.0,141.9,25499.6,934.0,17493.1,158.9,10456.6,26173.7,142.6,141.8,18387.3,18936.1,978.6,18375.1,533.6,19210.3,7373.5,630.4,103.7,19188.8,41015.5,40264.8,41746.2,40311.0,39460.8,40350.9,48375.1,41445.2,35210.7,40330.6
#307,,120399,55590,34306,89896,35787,54109,356,34025,1559,53956,100.00%,46.17%,28.49%,74.67%,29.72%,44.94%,0.30%,28.26%,1.29%,44.81%,100.00%,61.84%,38.16%,74.67%,39.81%,60.19%,0.40%,37.85%,1.73%,60.02%,12840.0,142.0,28629.5,11013.4,27142.8,345.5,9556.9,28767.9,150.2,140.7,12684.9,22263.6,757.5,14056.5,678.5,22904.5,6412.8,698.8,151.2,22932.1,42316.0,40833.4,43680.6,41919.9,43168.5,41094.1,47380.4,43645.8,35097.3,40992.7
#308,,112866,78348,12779,91127,13514,77613,757,12062,1003,77305,100.00%,69.42%,11.32%,80.74%,11.97%,68.77%,0.67%,10.69%,0.89%,68.49%,100.00%,85.98%,14.02%,80.74%,14.83%,85.17%,0.83%,13.24%,1.10%,84.83%,4343.6,171.7,24715.5,3613.5,22978.4,241.7,8151.8,25676.7,141.9,171.6,16860.8,19793.7,900.7,17144.3,612.0,20022.9,5481.3,610.7,132.7,20059.0,42833.6,40384.9,42411.4,40669.1,41400.7,40541.7,44231.6,42284.3,33557.7,40474.4
#309,,114142,9268,79269,88537,79449,9088,826,78486,1079,8146,100.00%,8.12%,69.45%,77.57%,69.61%,7.96%,0.72%,68.76%,0.95%,7.14%,100.00%,10.47%,89.53%,77.57%,89.74%,10.26%,0.93%,88.65%,1.22%,9.20%,31162.8,209.6,29274.7,26232.1,28855.7,3296.2,11108.3,29450.2,187.5,209.4,3659.8,28197.1,745.5,3619.1,640.3,29660.2,9300.5,652.1,121.4,32093.4,51203.3,41304.4,44366.3,44045.8,44176.7,42901.2,45958.7,44352.5,36671.7,41873.4
#310,,113943,17823,71029,88852,70800,18052,1294,69821,1055,16682,100.00%,15.64%,62.34%,77.98%,62.14%,15.84%,1.14%,61.28%,0.93%,14.64%,100.00%,20.06%,79.94%,77.98%,79.68%,20.32%,1.46%,78.58%,1.19%,18.78%,25450.2,209.7,28392.5,22739.3,28073.6,1818.3,9264.1,28713.3,172.5,208.1,6282.4,28490.8,809.8,6362.4,644.7,28787.4,9047.9,656.9,148.0,30427.2,47753.7,41050.1,43813.4,43259.1,43584.1,41984.5,44567.3,43792.2,35324.5,41428.3
#311,,119783,1165,86033,87198,86917,281,11,86080,1012,95,100.00%,0.97%,71.82%,72.80%,72.56%,0.23%,0.01%,71.86%,0.84%,0.08%,100.00%,1.34%,98.66%,72.80%,99.68%,0.32%,0.01%,98.72%,1.16%,0.11%,35605.7,230.9,31737.6,31316.6,31158.6,80211.9,28317.2,31717.3,192.1,200.0,783.0,1298.7,658.5,667.1,647.1,6861.3,3843.1,658.0,180.2,13730.3,51583.3,37234.9,43825.9,43737.8,43675.8,62919.4,62418.2,43825.5,36360.4,40707.5
#312,,117738,1081,84958,86039,85726,313,13,84990,964,72,100.00%,0.92%,72.16%,73.08%,72.81%,0.27%,0.01%,72.19%,0.82%,0.06%,100.00%,1.26%,98.74%,73.08%,99.64%,0.36%,0.02%,98.78%,1.12%,0.08%,37505.0,232.9,31910.4,31512.4,31302.7,88950.3,20837.1,31895.7,203.0,174.4,757.9,880.5,657.9,660.7,645.0,4950.8,4583.3,657.2,181.4,10547.7,51841.4,37227.1,43500.8,43421.9,43344.4,64654.0,72260.9,43498.3,36365.2,42625.0
